listing_id,high,medium,low
7210957,0.06,0.315,0.625
7178055,0.005,0.13,0.865
7093286,0.09,0.295,0.615
7139649,0.15,0.375,0.475
7145331,0.025,0.145,0.83
7142776,0.035,0.17,0.795
7171750,0.02,0.11,0.87
7122080,0.01,0.09,0.9
7131166,0.025,0.075,0.9
7234315,0.01,0.055,0.935
7137162,0.045,0.165,0.79
7091154,0.015,0.115,0.87
7108337,0.06,0.325,0.615
7104752,0.035,0.14,0.825
7146272,0.26,0.405,0.335
7113799,0.18,0.425,0.395
7173075,0.07,0.265,0.665
7107016,0.0,0.035,0.965
7167822,0.035,0.19,0.775
7214824,0.045,0.135,0.82
7183584,0.05,0.33,0.62
7154429,0.015,0.165,0.82
7171325,0.08,0.375,0.545
7115777,0.015,0.235,0.75
7188113,0.015,0.18,0.805
7202849,0.155,0.35,0.495
7217602,0.01,0.075,0.915
7103650,0.1,0.36,0.54
7223568,0.02,0.225,0.755
7096510,0.015,0.105,0.88
7175073,0.0,0.1,0.9
7211541,0.12,0.335,0.545
7216976,0.085,0.315,0.6
7127249,0.16,0.425,0.415
7118855,0.085,0.29,0.625
7177422,0.095,0.305,0.6
7151292,0.055,0.16,0.785
7156103,0.0,0.09,0.91
7160310,0.025,0.105,0.87
7164461,0.02,0.12,0.86
7156926,0.015,0.11,0.875
7232982,0.125,0.255,0.62
7089872,0.125,0.385,0.49
7181652,0.055,0.265,0.68
7228680,0.015,0.23,0.755
7091319,0.155,0.425,0.42
7194748,0.065,0.36,0.575
7090602,0.08,0.32,0.6
7202944,0.01,0.07,0.92
7151751,0.025,0.165,0.81
7210514,0.025,0.155,0.82
7149568,0.08,0.275,0.645
7216601,0.045,0.2,0.755
7217902,0.06,0.35,0.59
7129387,0.015,0.065,0.92
7152415,0.135,0.285,0.58
7110205,0.11,0.38,0.51
7130233,0.17,0.355,0.475
7161350,0.06,0.24,0.7
7211236,0.02,0.16,0.82
7151726,0.0,0.01,0.99
7212814,0.05,0.115,0.835
7139227,0.0,0.03,0.97
7211591,0.075,0.225,0.7
7190713,0.045,0.26,0.695
7171982,0.085,0.355,0.56
7209620,0.085,0.38,0.535
7226119,0.03,0.14,0.83
7180886,0.035,0.245,0.72
7231931,0.185,0.315,0.5
7138936,0.04,0.19,0.77
7100643,0.11,0.19,0.7
7122634,0.13,0.3,0.57
7096479,0.01,0.135,0.855
7209236,0.025,0.24,0.735
7232955,0.075,0.39,0.535
7203179,0.07,0.235,0.695
7232747,0.02,0.27,0.71
7178461,0.09,0.35,0.56
7089757,0.035,0.22,0.745
7139327,0.135,0.36,0.505
7220552,0.035,0.125,0.84
7165118,0.035,0.245,0.72
7117660,0.005,0.025,0.97
7098025,0.02,0.225,0.755
7191135,0.225,0.37,0.405
7193905,0.17,0.435,0.395
7188162,0.04,0.22,0.74
7228922,0.03,0.11,0.86
7233093,0.175,0.39,0.435
7184755,0.035,0.135,0.83
7118983,0.035,0.155,0.81
7193055,0.01,0.07,0.92
7138596,0.015,0.11,0.875
7231042,0.135,0.38,0.485
7149785,0.2,0.365,0.435
7188302,0.0,0.11,0.89
7102845,0.055,0.195,0.75
7127079,0.015,0.155,0.83
7161197,0.0,0.075,0.925
7108908,0.015,0.165,0.82
7163247,0.06,0.34,0.6
7160921,0.03,0.185,0.785
7136475,0.145,0.32,0.535
7159082,0.175,0.375,0.45
7108888,0.07,0.255,0.675
7466288,0.085,0.245,0.67
7162911,0.035,0.14,0.825
7225765,0.015,0.11,0.875
7162357,0.09,0.3,0.61
7106844,0.01,0.1,0.89
7164486,0.025,0.135,0.84
7199687,0.025,0.095,0.88
7196263,0.14,0.47,0.39
7186871,0.025,0.155,0.82
7213299,0.0,0.05,0.95
7192588,0.0,0.06,0.94
7203600,0.005,0.05,0.945
7178231,0.3,0.385,0.315
7177609,0.01,0.08,0.91
7211371,0.09,0.295,0.615
7111968,0.04,0.15,0.81
7147482,0.085,0.29,0.625
7200374,0.145,0.395,0.46
7096409,0.055,0.37,0.575
7198227,0.02,0.13,0.85
7182214,0.085,0.315,0.6
7223080,0.07,0.365,0.565
7190610,0.03,0.21,0.76
7181097,0.145,0.35,0.505
7192025,0.125,0.38,0.495
7190980,0.09,0.405,0.505
7104784,0.025,0.21,0.765
7195366,0.07,0.225,0.705
7171613,0.045,0.16,0.795
7112666,0.04,0.115,0.845
7158130,0.015,0.135,0.85
7091114,0.15,0.37,0.48
7091740,0.01,0.085,0.905
7150380,0.115,0.3,0.585
7224620,0.035,0.23,0.735
7107009,0.025,0.085,0.89
7208811,0.23,0.375,0.395
7158674,0.045,0.16,0.795
7128075,0.085,0.29,0.625
7116506,0.015,0.145,0.84
7159822,0.11,0.41,0.48
7144550,0.03,0.23,0.74
7168491,0.075,0.415,0.51
7103717,0.01,0.06,0.93
7227794,0.16,0.335,0.505
7147090,0.01,0.075,0.915
7104721,0.125,0.445,0.43
7224681,0.0,0.055,0.945
7098419,0.02,0.135,0.845
7150705,0.005,0.06,0.935
7132149,0.03,0.235,0.735
7116735,0.06,0.33,0.61
7140728,0.05,0.27,0.68
7093681,0.025,0.105,0.87
7094514,0.085,0.225,0.69
7159823,0.025,0.07,0.905
7189597,0.1,0.305,0.595
7120127,0.09,0.245,0.665
7169363,0.055,0.175,0.77
7110720,0.065,0.27,0.665
7093808,0.05,0.34,0.61
7130198,0.13,0.365,0.505
7109527,0.07,0.35,0.58
7230702,0.0,0.05,0.95
7107844,0.04,0.15,0.81
7180501,0.105,0.285,0.61
7185503,0.11,0.35,0.54
7128160,0.07,0.315,0.615
7227875,0.315,0.3,0.385
7166932,0.24,0.3,0.46
7177204,0.195,0.445,0.36
7176450,0.01,0.07,0.92
7145350,0.08,0.35,0.57
7133426,0.0,0.05,0.95
7213044,0.005,0.1,0.895
7205148,0.05,0.23,0.72
7160089,0.155,0.4,0.445
7230931,0.095,0.41,0.495
7148148,0.045,0.175,0.78
7210565,0.02,0.135,0.845
7143061,0.07,0.24,0.69
7134605,0.04,0.265,0.695
7090303,0.035,0.215,0.75
7211650,0.045,0.23,0.725
7113370,0.265,0.265,0.47
7171404,0.015,0.195,0.79
7108066,0.19,0.345,0.465
7117929,0.125,0.37,0.505
7135025,0.05,0.195,0.755
7145829,0.12,0.355,0.525
7218658,0.105,0.375,0.52
7127963,0.16,0.365,0.475
7158693,0.11,0.45,0.44
7111725,0.0,0.035,0.965
7100198,0.11,0.395,0.495
7200010,0.03,0.13,0.84
7101358,0.18,0.365,0.455
7098470,0.1,0.375,0.525
7179564,0.035,0.185,0.78
7209730,0.14,0.4,0.46
7158054,0.17,0.395,0.435
7225530,0.055,0.2,0.745
7138565,0.005,0.07,0.925
7199024,0.005,0.1,0.895
7218640,0.04,0.27,0.69
7223719,0.075,0.29,0.635
7201173,0.235,0.445,0.32
7167770,0.1,0.45,0.45
7205395,0.04,0.23,0.73
7234064,0.185,0.395,0.42
7175941,0.02,0.11,0.87
7127006,0.07,0.285,0.645
7211731,0.005,0.025,0.97
7190063,0.02,0.11,0.87
7134159,0.01,0.18,0.81
7111350,0.16,0.365,0.475
7096471,0.105,0.455,0.44
7118971,0.1,0.25,0.65
7108157,0.035,0.235,0.73
7172204,0.015,0.115,0.87
7180260,0.07,0.285,0.645
7140284,0.035,0.205,0.76
7098638,0.07,0.335,0.595
7157137,0.115,0.47,0.415
7220243,0.015,0.13,0.855
7208426,0.08,0.35,0.57
7133985,0.06,0.345,0.595
7145900,0.26,0.345,0.395
7107916,0.06,0.25,0.69
7144582,0.03,0.16,0.81
7208222,0.025,0.125,0.85
7164186,0.025,0.11,0.865
7108619,0.165,0.405,0.43
7233180,0.045,0.295,0.66
7230997,0.105,0.455,0.44
7146285,0.03,0.14,0.83
7157805,0.08,0.28,0.64
7207284,0.07,0.2,0.73
7175724,0.02,0.145,0.835
7119878,0.005,0.07,0.925
7134267,0.21,0.425,0.365
7232582,0.12,0.395,0.485
7224407,0.04,0.135,0.825
7116755,0.205,0.34,0.455
7088429,0.065,0.3,0.635
7126903,0.07,0.35,0.58
7101900,0.025,0.135,0.84
7151273,0.01,0.05,0.94
7143080,0.285,0.325,0.39
7229583,0.005,0.01,0.985
7135634,0.035,0.14,0.825
7200050,0.15,0.285,0.565
7141486,0.08,0.38,0.54
7214351,0.04,0.355,0.605
7131389,0.03,0.13,0.84
7636585,0.01,0.14,0.85
7206293,0.155,0.345,0.5
7128101,0.02,0.16,0.82
7131764,0.015,0.095,0.89
7129423,0.065,0.27,0.665
7171701,0.0,0.175,0.825
7206055,0.13,0.365,0.505
7132645,0.02,0.105,0.875
7225627,0.29,0.355,0.355
7187919,0.135,0.36,0.505
7179064,0.105,0.415,0.48
7189145,0.035,0.09,0.875
7181282,0.06,0.18,0.76
7139344,0.005,0.1,0.895
7121985,0.06,0.18,0.76
7108712,0.3,0.47,0.23
7211778,0.045,0.24,0.715
7105438,0.195,0.34,0.465
7225738,0.25,0.355,0.395
7137995,0.06,0.255,0.685
7195378,0.04,0.17,0.79
7096113,0.02,0.135,0.845
7169623,0.02,0.11,0.87
7219861,0.125,0.24,0.635
7105917,0.17,0.39,0.44
7190631,0.01,0.095,0.895
7143427,0.085,0.345,0.57
7547615,0.095,0.24,0.665
7177374,0.07,0.195,0.735
7102887,0.035,0.155,0.81
7185831,0.025,0.075,0.9
7091240,0.125,0.45,0.425
7222437,0.005,0.01,0.985
7117004,0.045,0.245,0.71
7186961,0.07,0.265,0.665
7209162,0.04,0.135,0.825
7174836,0.0,0.065,0.935
7103868,0.045,0.18,0.775
7091977,0.15,0.29,0.56
7216968,0.08,0.285,0.635
7093193,0.185,0.32,0.495
7154909,0.035,0.435,0.53
7118074,0.12,0.345,0.535
7113027,0.07,0.26,0.67
7192979,0.105,0.39,0.505
7212487,0.005,0.075,0.92
7229182,0.025,0.16,0.815
7203455,0.205,0.34,0.455
7163619,0.035,0.175,0.79
7135165,0.035,0.215,0.75
7113543,0.185,0.265,0.55
7144188,0.22,0.375,0.405
7170589,0.065,0.28,0.655
7180597,0.06,0.24,0.7
7156070,0.115,0.31,0.575
7184897,0.035,0.19,0.775
7124188,0.015,0.255,0.73
7165031,0.005,0.175,0.82
7232972,0.015,0.115,0.87
7172998,0.035,0.2,0.765
7218967,0.02,0.22,0.76
7146616,0.02,0.145,0.835
7116770,0.035,0.175,0.79
7097975,0.12,0.3,0.58
7153099,0.03,0.23,0.74
7210305,0.045,0.135,0.82
7195990,0.035,0.09,0.875
7124426,0.045,0.14,0.815
7142200,0.115,0.425,0.46
7180393,0.075,0.31,0.615
7119291,0.17,0.3,0.53
7218915,0.045,0.135,0.82
7203376,0.01,0.06,0.93
7139740,0.125,0.245,0.63
7167483,0.075,0.28,0.645
7094959,0.015,0.09,0.895
7095134,0.085,0.25,0.665
7201269,0.025,0.11,0.865
7219998,0.0,0.04,0.96
7189415,0.215,0.37,0.415
7158969,0.03,0.115,0.855
7219017,0.06,0.18,0.76
7182980,0.12,0.375,0.505
7233466,0.01,0.05,0.94
7104684,0.27,0.38,0.35
7217508,0.06,0.305,0.635
7225632,0.06,0.135,0.805
7114852,0.305,0.305,0.39
7197791,0.09,0.325,0.585
7220888,0.095,0.315,0.59
7109095,0.24,0.44,0.32
7177945,0.04,0.145,0.815
7121053,0.265,0.43,0.305
7146137,0.095,0.375,0.53
7218473,0.005,0.045,0.95
7171308,0.125,0.41,0.465
7204112,0.01,0.19,0.8
7122767,0.06,0.265,0.675
7194912,0.015,0.06,0.925
7133703,0.015,0.165,0.82
7131899,0.13,0.41,0.46
7101951,0.095,0.435,0.47
7177780,0.0,0.075,0.925
7218486,0.095,0.45,0.455
7180282,0.305,0.315,0.38
7230865,0.04,0.23,0.73
7203036,0.225,0.275,0.5
7202430,0.185,0.415,0.4
7185581,0.025,0.18,0.795
7229075,0.02,0.13,0.85
7178300,0.005,0.065,0.93
7119581,0.005,0.03,0.965
7114640,0.09,0.375,0.535
7212594,0.135,0.275,0.59
7178363,0.135,0.28,0.585
7152776,0.135,0.365,0.5
7151349,0.045,0.18,0.775
7121781,0.065,0.145,0.79
7179960,0.045,0.21,0.745
7165402,0.205,0.37,0.425
7128314,0.025,0.115,0.86
7138181,0.015,0.14,0.845
7202462,0.055,0.355,0.59
7232264,0.075,0.35,0.575
7125097,0.045,0.205,0.75
7151351,0.015,0.105,0.88
7167584,0.1,0.45,0.45
7144715,0.09,0.15,0.76
7178633,0.14,0.325,0.535
7142940,0.025,0.11,0.865
7106211,0.12,0.345,0.535
7161260,0.02,0.085,0.895
7172126,0.08,0.2,0.72
7141775,0.03,0.22,0.75
7189155,0.04,0.255,0.705
7141541,0.025,0.205,0.77
7216321,0.045,0.16,0.795
7138163,0.14,0.365,0.495
7163000,0.185,0.32,0.495
7130016,0.21,0.42,0.37
7194476,0.075,0.41,0.515
7194978,0.045,0.15,0.805
7199510,0.0,0.025,0.975
7194473,0.025,0.085,0.89
7205890,0.005,0.06,0.935
7164367,0.035,0.125,0.84
7121352,0.035,0.44,0.525
7175163,0.005,0.075,0.92
7143514,0.165,0.385,0.45
7151493,0.125,0.25,0.625
7124058,0.04,0.395,0.565
7180649,0.15,0.305,0.545
7150186,0.03,0.2,0.77
7136654,0.18,0.435,0.385
7109950,0.095,0.33,0.575
7099268,0.045,0.26,0.695
7100001,0.045,0.19,0.765
7122213,0.2,0.37,0.43
7232340,0.05,0.225,0.725
7119960,0.015,0.155,0.83
7135347,0.0,0.105,0.895
7101818,0.08,0.385,0.535
7158422,0.185,0.29,0.525
7226047,0.035,0.125,0.84
7134634,0.205,0.33,0.465
7208128,0.03,0.16,0.81
7113547,0.075,0.265,0.66
7165432,0.05,0.28,0.67
7188927,0.065,0.23,0.705
7139574,0.065,0.27,0.665
7521845,0.095,0.24,0.665
7232988,0.09,0.435,0.475
7171880,0.165,0.3,0.535
7157109,0.14,0.37,0.49
7187599,0.045,0.2,0.755
7122210,0.07,0.145,0.785
7201216,0.055,0.315,0.63
7107892,0.085,0.355,0.56
7230276,0.125,0.385,0.49
7103639,0.035,0.135,0.83
7191905,0.025,0.085,0.89
7103866,0.09,0.365,0.545
7208638,0.175,0.39,0.435
7152644,0.005,0.055,0.94
7129132,0.08,0.28,0.64
7102229,0.08,0.24,0.68
7209471,0.105,0.36,0.535
7122952,0.04,0.23,0.73
7130043,0.05,0.265,0.685
7218029,0.08,0.345,0.575
7231824,0.005,0.05,0.945
7179673,0.165,0.375,0.46
7172164,0.135,0.335,0.53
7233053,0.025,0.215,0.76
7117453,0.005,0.06,0.935
7143109,0.095,0.26,0.645
7150799,0.02,0.165,0.815
7140951,0.02,0.215,0.765
7105560,0.105,0.375,0.52
7131260,0.07,0.275,0.655
7220218,0.145,0.32,0.535
7136045,0.24,0.3,0.46
7132979,0.02,0.09,0.89
7121550,0.015,0.08,0.905
7127175,0.085,0.255,0.66
7163789,0.025,0.065,0.91
7100208,0.04,0.12,0.84
7128651,0.025,0.13,0.845
7100016,0.06,0.22,0.72
7163542,0.14,0.33,0.53
7229363,0.185,0.355,0.46
7214664,0.095,0.265,0.64
7191332,0.17,0.315,0.515
7191395,0.015,0.055,0.93
7125931,0.015,0.14,0.845
7178850,0.01,0.125,0.865
7200296,0.02,0.195,0.785
7101883,0.11,0.28,0.61
7141042,0.025,0.095,0.88
7120323,0.01,0.085,0.905
7152088,0.185,0.25,0.565
7179392,0.035,0.105,0.86
7176097,0.015,0.11,0.875
7100586,0.05,0.255,0.695
7210762,0.13,0.41,0.46
7181839,0.075,0.285,0.64
7159812,0.025,0.15,0.825
7099170,0.18,0.435,0.385
7102940,0.165,0.445,0.39
7110482,0.01,0.265,0.725
7091288,0.075,0.32,0.605
7202842,0.025,0.055,0.92
7181272,0.125,0.36,0.515
7225525,0.315,0.295,0.39
7177617,0.065,0.34,0.595
7232854,0.12,0.455,0.425
7163334,0.015,0.13,0.855
7126697,0.325,0.325,0.35
7144356,0.02,0.1,0.88
7127150,0.0,0.05,0.95
7099096,0.19,0.4,0.41
7099826,0.04,0.125,0.835
7124809,0.03,0.125,0.845
7193832,0.1,0.365,0.535
7100403,0.165,0.395,0.44
7165637,0.19,0.375,0.435
7110819,0.03,0.135,0.835
7134103,0.025,0.145,0.83
7181345,0.13,0.35,0.52
7211203,0.015,0.14,0.845
7157273,0.095,0.38,0.525
7174261,0.08,0.265,0.655
7221826,0.04,0.2,0.76
7107772,0.075,0.37,0.555
7092328,0.105,0.425,0.47
7168469,0.035,0.19,0.775
7223011,0.075,0.2,0.725
7111048,0.095,0.285,0.62
7176001,0.065,0.175,0.76
7117518,0.005,0.03,0.965
7213978,0.055,0.195,0.75
7169601,0.175,0.32,0.505
7129966,0.025,0.13,0.845
7141890,0.0,0.075,0.925
7203523,0.005,0.03,0.965
7233319,0.085,0.28,0.635
7124945,0.03,0.225,0.745
7233060,0.195,0.455,0.35
7143095,0.03,0.215,0.755
7201852,0.025,0.1,0.875
7188585,0.0,0.02,0.98
7148470,0.005,0.055,0.94
7092097,0.065,0.26,0.675
7220115,0.015,0.1,0.885
7119035,0.02,0.14,0.84
7102007,0.09,0.33,0.58
7148019,0.195,0.405,0.4
7132395,0.075,0.305,0.62
7141630,0.05,0.225,0.725
7228275,0.055,0.17,0.775
7098886,0.09,0.45,0.46
7160111,0.065,0.415,0.52
7099743,0.075,0.44,0.485
7167643,0.26,0.265,0.475
7168789,0.07,0.275,0.655
7112511,0.04,0.17,0.79
7209799,0.21,0.38,0.41
7169570,0.01,0.04,0.95
7126241,0.145,0.415,0.44
7138292,0.005,0.085,0.91
7113706,0.185,0.41,0.405
7153723,0.27,0.325,0.405
7182737,0.0,0.155,0.845
7156744,0.105,0.425,0.47
7175126,0.075,0.245,0.68
7151629,0.015,0.075,0.91
7155362,0.075,0.245,0.68
7182500,0.125,0.415,0.46
7173495,0.09,0.41,0.5
7131961,0.02,0.11,0.87
7218552,0.03,0.09,0.88
7167721,0.145,0.39,0.465
7173984,0.12,0.24,0.64
7118048,0.035,0.235,0.73
7170176,0.24,0.31,0.45
7182017,0.11,0.305,0.585
7231591,0.03,0.105,0.865
7090908,0.045,0.3,0.655
7191615,0.16,0.35,0.49
7226852,0.235,0.305,0.46
7178991,0.04,0.185,0.775
7218903,0.275,0.3,0.425
7226660,0.09,0.215,0.695
7162309,0.02,0.19,0.79
7187581,0.015,0.165,0.82
7223498,0.005,0.035,0.96
7173106,0.175,0.41,0.415
7128673,0.045,0.18,0.775
7195136,0.12,0.36,0.52
7156871,0.065,0.31,0.625
7159821,0.1,0.385,0.515
7169849,0.095,0.365,0.54
7198601,0.01,0.125,0.865
7233208,0.025,0.14,0.835
7148289,0.025,0.125,0.85
7096567,0.125,0.37,0.505
7178334,0.005,0.13,0.865
7229458,0.115,0.245,0.64
7187403,0.02,0.085,0.895
7161825,0.085,0.345,0.57
7134742,0.005,0.11,0.885
7208189,0.035,0.15,0.815
7119037,0.175,0.35,0.475
7107433,0.04,0.23,0.73
7131964,0.05,0.17,0.78
7169826,0.16,0.43,0.41
7181783,0.17,0.33,0.5
7175241,0.025,0.12,0.855
7103997,0.11,0.295,0.595
7109636,0.285,0.315,0.4
7092690,0.09,0.26,0.65
7172398,0.025,0.19,0.785
7103110,0.11,0.28,0.61
7176642,0.015,0.1,0.885
7204512,0.0,0.065,0.935
7122578,0.05,0.225,0.725
7213218,0.0,0.07,0.93
7117024,0.025,0.175,0.8
7111176,0.035,0.13,0.835
7205603,0.01,0.17,0.82
7232980,0.3,0.33,0.37
7195059,0.03,0.13,0.84
7114096,0.055,0.305,0.64
7142375,0.155,0.305,0.54
7222910,0.01,0.055,0.935
7198612,0.065,0.24,0.695
7230227,0.035,0.215,0.75
7139352,0.075,0.27,0.655
7210129,0.15,0.33,0.52
7111457,0.05,0.23,0.72
7199705,0.05,0.185,0.765
7231390,0.11,0.27,0.62
7139845,0.06,0.24,0.7
7159087,0.025,0.07,0.905
7126585,0.145,0.305,0.55
7091185,0.155,0.31,0.535
7196516,0.165,0.335,0.5
7225799,0.0,0.115,0.885
7121860,0.01,0.07,0.92
7180427,0.3,0.33,0.37
7105010,0.005,0.02,0.975
7098707,0.225,0.265,0.51
7225786,0.18,0.355,0.465
7101398,0.025,0.07,0.905
7229365,0.045,0.205,0.75
7199838,0.0,0.005,0.995
7088279,0.06,0.365,0.575
7232590,0.045,0.17,0.785
7111607,0.01,0.165,0.825
7176613,0.105,0.26,0.635
7133183,0.04,0.3,0.66
7162192,0.02,0.12,0.86
7204563,0.035,0.195,0.77
7110073,0.0,0.005,0.995
7212699,0.025,0.11,0.865
7231436,0.01,0.04,0.95
7160075,0.09,0.28,0.63
7115022,0.115,0.4,0.485
7189874,0.155,0.385,0.46
7116751,0.07,0.335,0.595
7200378,0.345,0.275,0.38
7121872,0.01,0.15,0.84
7167445,0.035,0.165,0.8
7165486,0.17,0.315,0.515
7328460,0.1,0.205,0.695
7192724,0.065,0.31,0.625
7116881,0.04,0.255,0.705
7193470,0.025,0.145,0.83
7177510,0.005,0.075,0.92
7201338,0.075,0.25,0.675
7149351,0.005,0.05,0.945
7230518,0.03,0.19,0.78
7148483,0.015,0.135,0.85
7145444,0.15,0.405,0.445
7186635,0.175,0.38,0.445
7135527,0.1,0.35,0.55
7201060,0.14,0.34,0.52
7119841,0.045,0.13,0.825
7156588,0.08,0.26,0.66
7113986,0.105,0.305,0.59
7093342,0.06,0.255,0.685
7215119,0.195,0.295,0.51
7149579,0.02,0.105,0.875
7178174,0.065,0.17,0.765
7150978,0.25,0.295,0.455
7188477,0.005,0.02,0.975
7092092,0.085,0.225,0.69
7148027,0.015,0.09,0.895
7135145,0.18,0.4,0.42
7158672,0.015,0.11,0.875
7165854,0.01,0.085,0.905
7135557,0.08,0.34,0.58
7131501,0.0,0.065,0.935
7206753,0.03,0.19,0.78
7233411,0.065,0.28,0.655
7181205,0.01,0.07,0.92
7089067,0.185,0.435,0.38
7101871,0.1,0.405,0.495
7091397,0.065,0.235,0.7
7131315,0.005,0.135,0.86
7169449,0.03,0.165,0.805
7106392,0.065,0.34,0.595
7156941,0.01,0.16,0.83
7208012,0.0,0.015,0.985
7199228,0.015,0.07,0.915
7130420,0.165,0.41,0.425
7117378,0.04,0.12,0.84
7115544,0.005,0.1,0.895
7163525,0.0,0.03,0.97
7123343,0.055,0.225,0.72
7091313,0.075,0.25,0.675
7192195,0.1,0.33,0.57
7185444,0.095,0.385,0.52
7200734,0.045,0.235,0.72
7165551,0.06,0.25,0.69
7131962,0.045,0.155,0.8
7212354,0.145,0.255,0.6
7180162,0.02,0.15,0.83
7133716,0.025,0.17,0.805
7161439,0.21,0.415,0.375
7152087,0.195,0.41,0.395
7132099,0.125,0.39,0.485
7146599,0.1,0.24,0.66
7142527,0.01,0.1,0.89
7222256,0.085,0.25,0.665
7191477,0.13,0.295,0.575
7186434,0.115,0.35,0.535
7171509,0.065,0.325,0.61
7203194,0.045,0.155,0.8
7232711,0.15,0.385,0.465
7181889,0.01,0.15,0.84
7097537,0.11,0.3,0.59
7214034,0.055,0.33,0.615
7172032,0.015,0.08,0.905
7204139,0.005,0.035,0.96
7099433,0.075,0.18,0.745
7198446,0.01,0.065,0.925
7110503,0.01,0.095,0.895
7181198,0.09,0.29,0.62
7211881,0.11,0.39,0.5
7099630,0.07,0.325,0.605
7175189,0.025,0.165,0.81
7113053,0.14,0.415,0.445
7092178,0.26,0.425,0.315
7214615,0.15,0.375,0.475
7232292,0.05,0.3,0.65
7092759,0.15,0.41,0.44
7162046,0.025,0.15,0.825
7224745,0.005,0.07,0.925
7098615,0.02,0.11,0.87
7166015,0.105,0.24,0.655
7106885,0.01,0.06,0.93
7216268,0.0,0.165,0.835
7182407,0.15,0.3,0.55
7189544,0.165,0.405,0.43
7214014,0.025,0.115,0.86
7183494,0.125,0.32,0.555
7101764,0.085,0.435,0.48
7173708,0.095,0.435,0.47
7192900,0.025,0.185,0.79
7210424,0.085,0.295,0.62
7178000,0.0,0.035,0.965
7192073,0.015,0.145,0.84
7157637,0.205,0.3,0.495
7140683,0.1,0.43,0.47
7191468,0.11,0.385,0.505
7136150,0.28,0.36,0.36
7186627,0.065,0.235,0.7
7131413,0.0,0.125,0.875
7113344,0.09,0.265,0.645
7203348,0.005,0.035,0.96
7208254,0.05,0.3,0.65
7146640,0.0,0.055,0.945
7211808,0.025,0.14,0.835
7152436,0.13,0.375,0.495
7092989,0.02,0.18,0.8
7192955,0.035,0.175,0.79
7214279,0.125,0.32,0.555
7178036,0.115,0.415,0.47
7176946,0.06,0.285,0.655
7191821,0.02,0.12,0.86
7198221,0.065,0.38,0.555
7208357,0.035,0.185,0.78
7094629,0.055,0.125,0.82
7227467,0.17,0.37,0.46
7183329,0.06,0.18,0.76
7131202,0.18,0.335,0.485
7117568,0.06,0.185,0.755
7232788,0.065,0.305,0.63
7170005,0.06,0.155,0.785
7155136,0.185,0.36,0.455
7191963,0.025,0.135,0.84
7190284,0.0,0.065,0.935
7215749,0.15,0.39,0.46
7192854,0.005,0.02,0.975
7106746,0.005,0.02,0.975
7222068,0.125,0.31,0.565
7172235,0.045,0.155,0.8
7091243,0.025,0.16,0.815
7233815,0.29,0.345,0.365
7109743,0.165,0.375,0.46
7215614,0.21,0.38,0.41
7210218,0.165,0.375,0.46
7165549,0.125,0.34,0.535
7173253,0.335,0.325,0.34
7125562,0.135,0.285,0.58
7228786,0.2,0.39,0.41
7203148,0.03,0.12,0.85
7219423,0.015,0.225,0.76
7100728,0.005,0.07,0.925
7208392,0.025,0.15,0.825
7093390,0.135,0.34,0.525
7225194,0.055,0.33,0.615
7211319,0.09,0.28,0.63
7165703,0.12,0.285,0.595
7231611,0.15,0.445,0.405
7181157,0.06,0.19,0.75
7175801,0.08,0.365,0.555
7114659,0.035,0.185,0.78
7221656,0.11,0.38,0.51
7166027,0.07,0.215,0.715
7117416,0.0,0.03,0.97
7145288,0.025,0.13,0.845
7126781,0.095,0.415,0.49
7189493,0.055,0.245,0.7
7218981,0.08,0.225,0.695
7156664,0.09,0.36,0.55
7198900,0.245,0.385,0.37
7200598,0.07,0.365,0.565
7097560,0.185,0.3,0.515
7103424,0.025,0.165,0.81
7189174,0.215,0.47,0.315
7131511,0.005,0.025,0.97
7160961,0.02,0.16,0.82
7232995,0.025,0.085,0.89
7154306,0.045,0.185,0.77
7094659,0.065,0.2,0.735
7159271,0.015,0.105,0.88
7152083,0.245,0.28,0.475
7199800,0.175,0.41,0.415
7107669,0.02,0.08,0.9
7192561,0.1,0.405,0.495
7156740,0.045,0.185,0.77
7192068,0.02,0.135,0.845
7137040,0.08,0.435,0.485
7091906,0.16,0.45,0.39
7201942,0.135,0.31,0.555
7195774,0.115,0.285,0.6
7161034,0.26,0.335,0.405
7095279,0.06,0.285,0.655
7173938,0.13,0.315,0.555
7089751,0.02,0.165,0.815
7099346,0.04,0.22,0.74
7164662,0.1,0.21,0.69
7148779,0.045,0.285,0.67
7191147,0.175,0.395,0.43
7156369,0.06,0.22,0.72
7095575,0.185,0.42,0.395
7208125,0.01,0.1,0.89
7108879,0.045,0.215,0.74
7210006,0.18,0.335,0.485
7100296,0.04,0.205,0.755
7159666,0.025,0.195,0.78
7147259,0.07,0.325,0.605
7613985,0.035,0.17,0.795
7229063,0.06,0.22,0.72
7105041,0.08,0.295,0.625
7127784,0.12,0.335,0.545
7136216,0.005,0.09,0.905
7096867,0.015,0.15,0.835
7136760,0.03,0.125,0.845
7146693,0.09,0.25,0.66
7170512,0.075,0.32,0.605
7113440,0.125,0.315,0.56
7133511,0.275,0.325,0.4
7143259,0.05,0.265,0.685
7129146,0.11,0.37,0.52
7225109,0.105,0.415,0.48
7134278,0.04,0.16,0.8
7108355,0.04,0.13,0.83
7177958,0.045,0.15,0.805
7097568,0.075,0.345,0.58
7156326,0.24,0.325,0.435
